ts_receiver,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,EMG
1734599337.001428,0.995,0.01,0.036,-5.39,-3.01,0.14,0.0
1734599337.0514278,0.9843439897438303,-0.014590792898853214,-0.01646035818422021,-4.758836315596101,-7.542902824355275,-1.0075703352798167,0.0
1734599337.1014278,0.9856488829857344,-0.013365667298664691,-0.01207760151679526,-4.898641973456083,-7.425432106175668,-1.0742386843626113,0.0
1734599337.151428,0.9903267509556013,-0.004860452807997644,0.008334913260805658,-5.255860982064099,-5.996556071743603,-0.836092678623934,0.0
1734599337.201428,0.9920016426405187,0.006322929943381487,0.017004927921556136,-5.087279919126986,-4.714099898908732,-0.39716493429067606,0.0
1734599337.251428,1.0138320677123558,-0.011463103587516024,-0.020368964124839756,4.9405215639076525,-4.6281945985361395,-1.1413741233108174,0.0
1734599337.3014278,0.9842343854256916,-0.014751734952700931,0.012517349527009308,5.228276808361332,0.7816039971930318,-0.7960678299664022,0.0
1734599337.3514278,0.9913554314178179,-0.009242811435188961,-0.018103834247663472,6.710886598320801,0.1824920011580684,-1.122627799594676,0.0
1734599337.401428,0.9960302278354671,-0.006227329123399681,-0.012971012879325883,8.145391381792358,0.13255075529280821,-1.5484637939307857,0.0
1734599337.451428,0.9976403562448416,-0.005019732816368836,0.015206234284727164,9.497899245666904,0.6679184514098162,-1.9992997485556345,0.0
1734599337.501428,0.9943588056309114,-0.0157375174133001,-0.01241194369088643,6.195814759146565,1.3976737664051617,-0.9823262335948383,0.0
1734599337.5514278,0.9966652269227949,0.01808999486765894,0.010652269227949283,7.325961192169515,0.4827933206246786,-1.8972066793753215,0.0
1734599337.6014278,0.9927627524852634,0.015372954473473964,0.0038306059646319515,9.566251282220977,0.646607326031568,-0.5469633698421594,0.0
1734599337.651428,0.9938113559629141,0.020792584860927867,0.011962457796027537,9.496217789086046,1.4607695044239208,-0.5335898348079737,0.0
1734599337.701428,0.9959521425454323,0.028820534545371035,0.02373678399987752,8.971725076369093,2.3598998690815556,-0.8332999563605186,0.0
1734599337.751428,1.0194003219311933,0.023400321931193367,0.006510836873427878,5.952369640017917,-1.6473508606983052,0.2784452790808717,0.0
1734599337.8014278,1.0151935239922254,-0.008112328545826265,0.0095128273216044,4.56307590175934,-1.5876487669434793,1.7902565464320879,0.0
1734599337.8514278,1.0102495240942841,0.02426901112043882,0.009789449958025307,4.435517983984417,-1.198051297384529,2.3207794810461886,0.0
1734599337.901428,0.9893480241192006,0.014622164978092616,0.053200257598583225,1.846947602454852,-0.07258591411080517,2.7709656343556777,0.0
1734599337.951428,0.9916991956376636,0.00512193046960731,0.06339839127532725,0.12633783218127892,0.1035774778545814,4.094718473182267,0.0
1734599338.001428,1.0015904349617586,0.006653152270952612,0.052040543187142164,-0.3698891293897411,-0.9373837181205663,5.226496753238495,0.0
1734599338.0514278,1.0143922255767992,0.013587455520766307,0.03123763343770107,-0.29521201746867054,-2.5429416244235834,6.234637764172948,0.0
1734599338.1014278,1.0206931069875893,0.03635208952133971,0.05712497161598221,-3.130890305850044,-14.331697139806268,7.272042925787505,0.0
1734599338.151428,1.0074398064874641,0.003904353814136348,0.05209785763317606,0.19614513004348355,-13.020077400655934,6.824172770955685,0.0
1734599338.201428,0.9941865059873388,-0.02854338189306701,0.0470707436503699,3.523180565937011,-11.708457661505602,6.376302616123864,0.0
1734599338.251428,0.9975128763709814,-0.00714210258055991,0.042706484435467124,1.5208221169274911,-10.788361731448097,6.533934230645801,0.0
1734599338.3014278,1.0010758930020953,0.015027778679704774,0.038351686330772274,-0.5576042512223229,-9.87385412946218,6.700208340097786,0.0
1734599338.3514278,1.0092748846934192,0.008772953985782143,0.01508371768860245,0.7044561834993199,-10.404897833258481,5.995181272166893,0.0
1734599338.401428,1.0229165877305746,-0.0308529453126211,-0.03038862576858161,5.888303337618302,-12.633042662660499,4.267232220793899,0.0
