ts_receiver	acc_x	acc_y	acc_z	gyr_x	gyr_y	gyr_z
1734657973.347741	0.972	-0.029	-0.154	-3.57	3.22	2.87
1734657973.3977408	0.9904010592983743	-0.029836411786289742	-0.15065435285484102	2.5190778041893336	1.8148281990332307	2.87
1734657973.4477408	0.9880543094232042	-0.014805457414855162	-0.1529728452883979	3.1319467494781854	1.701854910146108	3.7255188107722854
1734657973.497741	0.9806630022830602	0.004083438609956969	-0.15666849885846984	2.4133474441864196	1.9030627156278024	4.789045782604099
1734657973.547741	0.9755369632054743	0.00735664650218725	-0.16146952957080365	1.6682868194488196	2.8187060066754133	5.892167674890637
1734657973.597741	0.9742825406446519	-0.01605924129983132	-0.16815978322852324	0.8780006061306929	4.955405768609607	7.062962064991566
1734657973.6477408	0.9730281180838295	-0.039475129101849915	-0.17485003688624282	0.08771439281256543	7.0921055305438045	8.233756455092497
1734657973.6977408	0.9754810233199811	-0.06646424874646531	-0.10056930040056632	7.595770737276073	5.1138309553487495	5.365472793355356
1734657973.747741	0.9705103240300881	-0.09637336633299563	-0.13817446445537435	1.9053684956458299	-1.8048967596991188	2.889174077592949
1734657973.797741	0.9724367708273186	-0.09940063987150079	-0.1307438839517708	2.9071208302057143	-1.7856322917268133	2.7350583338145054
1734657973.847741	0.9743632176245492	-0.10242791341000593	-0.12331330344816727	3.9088731647655988	-1.7663678237545077	2.5809425900360616
1734657973.8977408	0.97618993538957	-0.10462012922086004	-0.11649350562781341	4.573863318221425	-1.882954772698982	2.383522613650509
1734657973.9477408	0.9774531227035992	-0.10209375459280169	-0.11312500612373559	3.3359397504728303	-2.767185892519407	1.9414070537402965
1734657973.997741	0.9787163100176283	-0.09956737996474335	-0.10975650661965779	2.0980161827242387	-3.6514170123398295	1.4992914938300852
1734657974.047741	0.979	-0.09313014616968839	-0.12041360467005037	0.9982204637563732	-3.872827209340101	1.6282720934010075
1734657974.097741	0.979	-0.08556021753996154	-0.13513291033896366	-0.061569544405384535	-3.9022658206779273	1.9226582067792735
1734657974.1477408	0.9793307963611694	-0.07802283274947532	-0.14664637088935525	-0.769467235845576	-3.155860405698664	2.2157787264092934
1734657974.1977408	0.9794566456844296	-0.07216300629467111	-0.15020693075861774	-0.7654677520582793	-1.632820881253956	2.4271791187460443
1734657974.247741	0.9766798509616785	-0.07299604471149644	-0.14104350817353906	-0.02684035580648292	-1.7494462596095026	2.3105537403904974
1734657974.297741	0.9739030562389274	-0.07382908312832177	-0.13188008558846037	0.7117870404453152	-1.8660716379650497	2.19392836203495
1734657974.347741	0.9711262615161762	-0.07466212154514712	-0.12271666300338169	1.4504144366971117	-1.9826970163205964	2.0773029836794032
1734657974.3977408	0.976639484379957	-0.07475965625330468	-0.1376051562004298	-0.3244631282385872	-4.97871280949274	2.5007729651644217
1734657974.4477408	0.9760118238248304	-0.07434121588322029	-0.1438817617516955	0.08560843444410593	-5.359493546269527	2.9547807667059747
1734657974.497741	0.9753841632697039	-0.07392277551313592	-0.15015836730296123	0.4956799971267991	-5.740274283046313	3.4087885682475276
1734657974.547741	0.9747565027145773	-0.07350433514305153	-0.15643497285422692	0.9057515598094921	-6.1210550198231	3.8627963697890806
1734657974.597741	0.9741288421594507	-0.07308589477296716	-0.1627115784054926	1.3158231224921835	-6.501835756599885	4.316804171330632
1734657974.6477408	0.972013158490791	-0.0922061345890207	-0.17459648804911487	3.8570606663885108	-4.957412767479285	7.701534100256308
1734657974.6977408	0.9714498107372016	-0.10339441328532521	-0.18017992429488067	5.0911079490375295	-4.035539745187647	9.433527477727
1734657974.747741	0.9722061233439505	-0.1057389823662466	-0.1804824493375802	5.059342819554079	-3.8767140977703916	9.523528677930113
1734657974.797741	0.9729624359506993	-0.10808355144716798	-0.18078497438027974	5.027577690070627	-3.717888450353136	9.613529878133223
1734657974.847741	0.9737187485574481	-0.11042812052808937	-0.18108749942297928	4.995812560587177	-3.5590628029358813	9.703531078336335
1734657974.8977408	0.974475061164197	-0.11277268960901075	-0.1813900244656788	4.964047431103726	-3.400237155518626	9.793532278539447
1734657974.9477408	0.9752313737709458	-0.11511725868993214	-0.18169254950837835	4.932282301620274	-3.2414115081013706	9.883533478742557
1734657974.997741	0.9759876863776946	-0.11746182777085354	-0.18199507455107788	4.900517172136824	-3.082585860684115	9.973534678945668
1734657975.047741	0.9767439989844435	-0.11980639685177492	-0.1822975995937774	4.868752042653372	-2.92376021326686	10.06353587914878
1734657975.097741	0.9775003115911923	-0.12215096593269631	-0.18260012463647693	4.8369869131699215	-2.764934565849605	10.15353707935189
